"PVWatts Hourly PV Performance Data"
"Requested Location","qatar"
"Location","ABU DHABI, UNITED ARAB EMIRATES"
"Latitude (DD)","24.43"
"Longitude (DD)","54.65"
"Elevation (m)","27"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","26","16","580","137","41","6.7","0.25","416.999","46.21","2614.283","2489.94"
"7","26","17","265","129","39","6.7","0.25","187.097","41.304","1106.096","1035.194"
"7","26","18","0","41","38","4.6","0.25","37.044","38.585","208.092","169.01"
"7","26","19","0","0","36","3.1","0.25","0","0","0","0"
"7","26","20","0","0","36","4.1","0.25","0","36","0","0"
"7","26","21","0","0","34.8","3.6","0.25","0","34.8","0","0"
"7","26","22","0","0","33.9","2.8","0.25","0","33.9","0","0"
"7","26","23","0","0","33","2.1","0.25","0","33","0","0"
"7","27","0","0","0","33","0.5","0.25","0","33","0","0"
"7","27","1","0","0","32","1","0.25","0","32","0","0"
"7","27","2","0","0","31","2.1","0.25","0","31","0","0"
"7","27","3","0","0","30.8","3.1","0.25","0","30.8","0","0"
"7","27","4","0","0","32","3.6","0.25","0","32","0","0"
"7","27","5","0","1","31","3.6","0.25","0.951","31.015","0","0"
"7","27","6","6","47","31.5","2.1","0.25","42.642","32.51","250.171","209.597"
"7","27","7","225","148","34","4.6","0.25","197.848","37.127","1211.16","1136.535"
"7","27","8","406","222","36","3.6","0.25","415.668","43.65","2628.177","2503.341"
"7","27","9","543","246","37.7","5.1","0.25","618.611","46.942","3853.376","3685.127"
"7","27","10","595","303","40","4.6","0.25","801.441","52.742","4839.483","4636.292"
"7","27","11","673","295","42","2.6","0.25","924.459","61.987","5342.151","5121.149"
"7","27","12","749","246","42.4","3.1","0.25","972.461","61.687","5625.274","5394.24"
"7","27","13","739","239","43","5.1","0.25","930.356","56.868","5507.157","5280.308"
"7","27","14","715","209","42","5.1","0.25","808.517","54.066","4870.781","4666.482"
"7","27","15","627","205","40.5","5.7","0.25","632.331","49.297","3910.451","3740.18"
"7","27","16","549","148","39","6.2","0.25","412.481","44.435","2603.79","2479.819"
"7","27","17","263","129","37","5.7","0.25","186.663","39.565","1112.288","1041.167"
"7","27","18","0","40","36.4","4.1","0.25","36.196","37.012","204.4","165.449"
"7","27","19","0","0","35","3.1","0.25","0","0","0","0"
"7","27","20","0","0","34","1.5","0.25","0","34","0","0"
"7","27","21","0","0","32.8","0.5","0.25","0","32.8","0","0"
"7","27","22","0","0","32","2.1","0.25","0","32","0","0"
"7","27","23","0","0","32","2.1","0.25","0","32","0","0"
"7","28","0","0","0","31.3","2.6","0.25","0","31.3","0","0"
"7","28","1","0","0","31","2.1","0.25","0","31","0","0"
"7","28","2","0","0","31","3.1","0.25","0","31","0","0"
"7","28","3","0","0","31","3.6","0.25","0","31","0","0"
"7","28","4","0","0","30","2.6","0.25","0","30","0","0"
"7","28","5","0","0","31","3.6","0.25","0","0","0","0"
"7","28","6","0","41","31.6","5.1","0.25","37.448","32.156","219.352","179.871"
"7","28","7","214","148","34","5.1","0.25","194.913","36.89","1195.475","1121.406"
"7","28","8","496","193","37","6.7","0.25","434.847","42.433","2772.063","2642.129"
"7","28","9","696","183","40","5.7","0.25","668.316","49.299","4136.845","3958.552"
"7","28","10","767","202","42","6.2","0.25","853.011","53.199","5157.082","4942.638"
"7","28","11","850","166","44","5.7","0.25","965.882","57.405","5712.599","5478.471"
"7","28","12","840","185","44.2","4.6","0.25","999.225","60.084","5828.877","5590.629"
"7","28","13","830","179","44","5.1","0.25","955.811","58.254","5632.073","5400.798"
"7","28","14","755","198","44","4.1","0.25","832.33","58.188","4927.644","4721.329"
"7","28","15","627","209","43.4","4.1","0.25","636.64","54.27","3854.206","3685.928"
"7","28","16","487","178","41","5.7","0.25","408.681","46.694","2551.565","2429.444"
"7","28","17","229","135","39","6.7","0.25","183.161","41.259","1089.273","1018.967"
"7","28","18","0","38","38.1","4.6","0.25","34.532","38.645","192.629","154.095"
"7","28","19","0","0","36","3.1","0.25","0","0","0","0"
"7","28","20","0","0","35","2.6","0.25","0","35","0","0"
"7","28","21","0","0","34.4","3.1","0.25","0","34.4","0","0"
"7","28","22","0","0","34","2.6","0.25","0","34","0","0"
"7","28","23","0","0","33.3","3.6","0.25","0","33.3","0","0"
"7","29","0","0","0","32.7","3.6","0.25","0","32.7","0","0"
"7","29","1","0","0","33","3.6","0.25","0","33","0","0"
"7","29","2","0","0","32","2.6","0.25","0","32","0","0"
"7","29","3","0","0","32.6","3.6","0.25","0","32.6","0","0"
"7","29","4","0","0","32","4.6","0.25","0","32","0","0"
"7","29","5","0","0","33","5.1","0.25","0","0","0","0"
"7","29","6","11","45","33.7","5.7","0.25","41.117","34.267","237.456","197.333"
"7","29","7","236","152","35","5.7","0.25","204.745","37.824","1250.775","1174.747"
"7","29","8","549","163","39","11.3","0.25","434.176","42.674","2769.503","2639.66"
"7","29","9","658","213","41.6","7.7","0.25","670.721","49.177","4149.635","3970.888"
"7","29","10","768","201","44","7.2","0.25","853.814","54.104","5142.276","4928.356"
"7","29","11","851","165","45","5.1","0.25","966.906","59.421","5668.857","5436.278"
"7","29","12","852","175","45.4","5.1","0.25","1002.48","60.346","5842.386","5603.659"
"7","29","13","837","175","45","5.7","0.25","959.536","58.317","5652.952","5420.937"
"7","29","14","804","164","45","4.1","0.25","840.029","59.324","4953.925","4746.679"
"7","29","15","737","141","42.2","6.7","0.25","647.999","50.286","4002.343","3828.816"
"7","29","16","569","141","39","7.2","0.25","416.312","43.945","2635.613","2510.514"
"7","29","17","260","128","39","6.2","0.25","185.132","41.405","1094.153","1023.674"
"7","29","18","0","39","36.6","5.1","0.25","35.301","37.123","198.324","159.588"
"7","29","19","0","0","35","4.1","0.25","0","0","0","0"
"7","29","20","0","0","34","2.6","0.25","0","34","0","0"
"7","29","21","0","0","32.4","2.6","0.25","0","32.4","0","0"
"7","29","22","0","0","32","2.6","0.25","0","32","0","0"
"7","29","23","0","0","31","3.1","0.25","0","31","0","0"
"7","30","0","0","0","30.8","1.5","0.25","0","30.8","0","0"
"7","30","1","0","0","30","1.5","0.25","0","30","0","0"
"7","30","2","0","0","29","2.1","0.25","0","29","0","0"
"7","30","3","0","0","29.2","3.6","0.25","0","29.2","0","0"
"7","30","4","0","0","29","1.5","0.25","0","29","0","0"
"7","30","5","0","0","29","2.1","0.25","0","0","0","0"
"7","30","6","0","45","29.3","2.1","0.25","40.694","30.264","241.094","200.842"
"7","30","7","266","129","32","3.6","0.25","192.775","35.505","1177.442","1104.012"
"7","30","8","480","187","35.6","3.9","0.25","422.015","43.031","2682.586","2555.823"
"7","30","9","624","215","39.2","4.1","0.25","649.472","50.287","3997.336","3823.986"
"7","30","10","710","238","41","4.1","0.25","840.776","55.326","5031.967","4821.956"
"7","30","11","772","231","42","2.1","0.25","960.157","64.83","5486.546","5260.427"
"7","30","12","821","197","42.7","4.1","0.25","994.265","59.626","5810.426","5572.831"
"7","30","13","864","136","42","5.7","0.25","943.505","55.098","5643.774","5412.084"
"7","30","14","790","172","42","6.2","0.25","836.673","52.988","5070.138","4858.774"
"7","30","15","663","187","40","7.2","0.25","641.75","47.61","4001.251","3827.763"
"7","30","16","507","163","37","8.2","0.25","405.091","41.379","2588.205","2464.786"
"7","30","17","211","135","37","7.2","0.25","178.592","39.096","1074.108","1004.34"
"7","30","18","0","35","35.4","6.7","0.25","31.992","35.795","179.646","141.572"
"7","30","19","0","0","35","4.1","0.25","0","0","0","0"
"7","30","20","0","0","33","3.1","0.25","0","33","0","0"
"7","30","21","0","0","32.7","1.5","0.25","0","32.7","0","0"
"7","30","22","0","0","32","0","0.25","0","32","0","0"
"7","30","23","0","0","32","1.5","0.25","0","32","0","0"
"7","31","0","0","0","31.2","1","0.25","0","31.2","0","0"
"7","31","1","0","0","31","1.5","0.25","0","31","0","0"
"7","31","2","0","0","30","0.5","0.25","0","30","0","0"
"7","31","3","0","0","29","0.5","0.25","0","29","0","0"
"7","31","4","0","0","29","1.5","0.25","0","29","0","0"
"7","31","5","0","0","28","3.1","0.25","0","0","0","0"
"7","31","6","2","45","29","2.6","0.25","40.733","29.877","241.198","200.943"
"7","31","7","243","142","31","2.1","0.25","198.139","35.681","1217.222","1142.382"
"7","31","8","505","178","36","2.1","0.25","426.758","46.199","2679.318","2552.67"
"7","31","9","629","212","41","2.6","0.25","650.876","55.119","3924.424","3753.658"
"7","31","10","729","196","40","4.1","0.25","817.724","53.937","4929.336","4722.962"
"7","31","11","748","218","39","5.1","0.25","926.08","52.805","5580.516","5351.068"
"7","31","12","750","229","39","7.2","0.25","961.413","50.36","5842.585","5603.851"
"7","31","13","713","239","40","7.2","0.25","909.827","50.753","5528.872","5301.253"
"7","31","14","629","257","40","7.2","0.25","784.763","49.282","4817.286","4614.881"
"7","31","15","538","241","39.7","7.2","0.25","605.554","46.875","3775.78","3610.28"
"7","31","16","317","232","40","6.7","0.25","374.025","44.667","2343.41","2228.665"
"7","31","17","122","138","37","6.2","0.25","157.851","39.064","959.82","894.101"
"7","31","18","0","28","36","5.1","0.25","25.94","36.384","143.296","106.51"
"7","31","19","0","0","35.3","3.6","0.25","0","0","0","0"
"7","31","20","0","0","34.5","3.1","0.25","0","34.5","0","0"
"7","31","21","0","0","33.7","3.1","0.25","0","33.7","0","0"
"7","31","22","0","0","32.8","1.5","0.25","0","32.8","0","0"
"7","31","23","0","0","32","0","0.25","0","32","0","0"
"8","1","0","0","0","31.3","2.6","0.25","0","31.3","0","0"
"8","1","1","0","0","30.7","2.6","0.25","0","30.7","0","0"
"8","1","2","0","0","30.2","2.1","0.25","0","30.2","0","0"
"8","1","3","0","0","29.7","2.6","0.25","0","29.7","0","0"
"8","1","4","0","0","29","2.1","0.25","0","29","0","0"
"8","1","5","0","0","28.3","2.6","0.25","0","0","0","0"
"8","1","6","0","41","28.6","3.6","0.25","37.34","29.281","220.876","181.341"
"8","1","7","264","128","31","4.6","0.25","191.659","34.023","1178.19","1104.733"
"8","1","8","521","172","36","4.1","0.25","429.748","43.355","2732.597","2604.062"
"8","1","9","678","191","39.5","3.1","0.25","666.212","52.759","4062.779","3887.11"
"8","1","10","804","160","41","2.1","0.25","846.114","61.15","4948.506","4741.452"
"8","1","11","877","130","43","2.1","0.25","956.083","65.752","5456.301","5231.254"
"8","1","12","870","144","43.3","4.1","0.25","987.338","60.115","5766.68","5530.635"
"8","1","13","841","152","44","5.1","0.25","938.651","58.002","5543.102","5314.979"
"8","1","14","796","153","39","8.2","0.25","825.041","47.892","5111.289","4898.468"
"8","1","15","700","158","38.3","8.7","0.25","640.548","44.919","4043.659","3868.668"
"8","1","16","535","152","38","7.7","0.25","409.012","42.63","2602.281","2478.363"
"8","1","17","238","131","37","7.7","0.25","182.198","39.035","1091.604","1021.216"
"8","1","18","0","36","36.1","6.7","0.25","32.724","36.503","182.513","144.337"
"8","1","19","0","0","34","4.6","0.25","0","0","0","0"
"8","1","20","0","0","33","4.1","0.25","0","33","0","0"
"8","1","21","0","0","32","3.6","0.25","0","32","0","0"
"8","1","22","0","0","31","3.1","0.25","0","31","0","0"
"8","1","23","0","0","30","1","0.25","0","30","0","0"
"8","2","0","0","0","30.4","1","0.25","0","30.4","0","0"
"8","2","1","0","0","29","1","0.25","0","29","0","0"
"8","2","2","0","0","28","0","0.25","0","28","0","0"
"8","2","3","0","0","27.8","0","0.25","0","27.8","0","0"
"8","2","4","0","0","26","1.5","0.25","0","26","0","0"
"8","2","5","0","0","27","1","0.25","0","0","0","0"
"8","2","6","0","37","26.5","2.1","0.25","33.964","27.304","201.649","162.796"
"8","2","7","240","130","28","3.1","0.25","186.926","31.683","1163.414","1090.481"
"8","2","8","493","181","32","1.5","0.25","424.412","43.514","2694.944","2567.743"
"8","2","9","671","188","35.6","1.5","0.25","659.225","53.447","4008.308","3834.569"
"8","2","10","763","184","37","2.6","0.25","835.032","55.088","5011.299","4802.02"
"8","2","11","847","150","39","3.6","0.25","947.457","56.374","5633.397","5402.075"
"8","2","12","840","165","39.2","3.6","0.25","985.632","57.265","5824.921","5586.813"
"8","2","13","856","142","41","4.6","0.25","944.38","56.022","5626.142","5395.077"
"8","2","14","816","141","41","6.7","0.25","831.006","51.351","5076.166","4864.589"
"8","2","15","721","148","39.8","4.6","0.25","645.85","50.104","3991.803","3818.649"
"8","2","16","552","145","39","3.6","0.25","412.708","46.601","2583.64","2460.383"
"8","2","17","230","131","37","4.1","0.25","180.142","40.042","1075.26","1005.451"
"8","2","18","0","34","34.9","4.1","0.25","31.04","35.423","173.112","135.27"
"8","2","19","0","0","33.9","2.8","0.25","0","0","0","0"
"8","2","20","0","0","33","1.5","0.25","0","33","0","0"
"8","2","21","0","0","32.4","2.6","0.25","0","32.4","0","0"
"8","2","22","0","0","32","2.6","0.25","0","32","0","0"
"8","2","23","0","0","32","2.6","0.25","0","32","0","0"
"8","3","0","0","0","31.8","3.1","0.25","0","31.8","0","0"
"8","3","1","0","0","31","0.5","0.25","0","31","0","0"
"8","3","2","0","0","31","1.5","0.25","0","31","0","0"
"8","3","3","0","0","29.1","3.6","0.25","0","29.1","0","0"
"8","3","4","0","0","30","3.1","0.25","0","30","0","0"
"8","3","5","0","0","29.8","3.1","0.25","0","0","0","0"
"8","3","6","0","41","29.7","2.1","0.25","37.285","30.582","218.708","179.25"
"8","3","7","262","127","31","2.1","0.25","190.589","35.497","1164.468","1091.498"
"8","3","8","453","194","33","3.6","0.25","416.658","40.673","2674.188","2547.722"
"8","3","9","620","204","34.8","2.1","0.25","639.28","50.044","3939.885","3768.571"
"8","3","10","711","215","37","1","0.25","823.556","62.074","4788.802","4587.407"
"8","3","11","764","220","40","1.5","0.25","946.368","65.544","5392.808","5170.011"
"8","3","12","844","162","41.5","2.1","0.25","980.644","64.824","5607.33","5376.931"
"8","3","13","795","184","40","6.7","0.25","933.475","51.611","5660.433","5428.153"
"8","3","14","709","213","38","7.7","0.25","812.635","47.165","5040.579","4830.263"
"8","3","15","635","186","37.3","7.2","0.25","623.455","44.693","3934.059","3762.951"
"8","3","16","444","179","37","6.7","0.25","389.923","41.87","2482.507","2362.833"
"8","3","17","167","135","35","6.2","0.25","167.047","37.179","1017.573","949.808"
"8","3","18","0","29","34.8","3.6","0.25","26.829","35.287","148.122","111.165"
"8","3","19","0","0","34","2.6","0.25","0","0","0","0"
"8","3","20","0","0","33","0.5","0.25","0","33","0","0"
"8","3","21","0","0","32.8","1","0.25","0","32.8","0","0"
"8","3","22","0","0","32","1","0.25","0","32","0","0"
"8","3","23","0","0","31","1.5","0.25","0","31","0","0"
"8","4","0","0","0","31.6","2.1","0.25","0","31.6","0","0"
"8","4","1","0","0","31","7.2","0.25","0","31","0","0"
"8","4","2","0","0","30","1","0.25","0","30","0","0"
"8","4","3","0","0","29.9","1","0.25","0","29.9","0","0"
"8","4","4","0","0","29","1.5","0.25","0","29","0","0"
"8","4","5","0","0","29","0","0.25","0","0","0","0"
"8","4","6","0","41","30","1.5","0.25","37.257","31","217.859","178.431"
"8","4","7","263","127","32","2.6","0.25","191.082","36.102","1164.688","1091.71"
"8","4","8","453","194","34","1","0.25","417.164","46.751","2610.342","2486.138"
"8","4","9","617","205","35.6","2.1","0.25","638.9","50.835","3924.28","3753.519"
"8","4","10","686","243","38","3.1","0.25","829.891","54.481","4984.59","4776.258"
"8","4","11","783","207","40","2.1","0.25","949.055","62.571","5483.069","5257.073"
"8","4","12","852","157","41.4","3.1","0.25","984.961","60.949","5730.471","5495.709"
"8","4","13","832","158","40.7","2.6","0.25","944.269","61.139","5498.633","5272.086"
"8","4","14","721","205","40","6.7","0.25","815.788","50.156","4998.85","4790.012"
"8","4","15","618","199","39.6","6.7","0.25","624.485","47.388","3894.933","3725.211"
"8","4","16","451","176","39","6.7","0.25","390.745","43.88","2467.559","2348.415"
"8","4","17","174","132","37","6.7","0.25","166.229","39.055","1002.218","934.997"
"8","4","18","0","28","36.3","7.2","0.25","25.945","36.603","141.539","104.815"
"8","4","19","0","0","36","4.6","0.25","0","0","0","0"
"8","4","20","0","0","35.5","4.4","0.25","0","35.5","0","0"
"8","4","21","0","0","35","4.1","0.25","0","35","0","0"
"8","4","22","0","0","34","3.1","0.25","0","34","0","0"
